"","g.start","sigma","r","mu","Bc","alpha","K","rho","lambda","Br","phi","B","period"
"1",0.023426116630435,0.15710635855794,0.0783030572813004,7.39621082320809e-05,0.18400003395509,0.450798866397236,17,0.0748688557650894,0.00340195898432285,0.04903734552674,0.0111993786692619,31.64775762707,0.19707577127032
"2",0.0968059466220439,0.0629165660589933,0.0383326153736562,0.000510248319478706,0.325266180397011,0.455069931515027,193,0.99754229048267,0.00464326486922801,0.0616061372496188,0.0035781434411183,91.9612771831453,0.241122090276331
"3",0.130241405358538,0.19860153645277,0.0575694309314713,0.000520200093509629,0.240095962258056,0.477544573135674,468,0.495139285223559,0.0138080130657181,0.0940439694840461,0.0103323868475854,64.2725398298353,0.208671813746914
"4",0.0136793352663517,0.0706761720124632,0.0262248207814991,0.0005226468318142,0.281430223095231,0.428440062678419,15,0.789112661732361,0.0180683283414692,0.0418653682153672,0.0165374083025381,81.0139511944726,0.128643735121004
"5",0.0730595606379211,0.178367515839636,0.00740905238781124,0.000865804427070543,0.169436983135529,0.457575869280845,499,0.61314280028455,0.00908737252000719,0.112079211515374,0.0156721542403102,58.9940722566098,0.262666550374124
"6",0.0447807408403605,0.165515708969906,0.0617298549041152,0.000852994015207514,0.202154361479916,0.409066155611072,301,0.676963289733976,0.0137317726062611,0.0288959936751053,0.0175179170072079,37.8363941563293,0.163665263829753
"7",0.0583763214293867,0.111179575836286,0.0486274948809296,0.000902933850185946,0.493045383435674,0.62007708317833,472,0.560498461360112,0.00971792259719223,0.0374724078038707,0.000594190750271082,20.2328362734988,0.151155182344373
"8",0.114656746480614,0.0741032364312559,0.0722252199659124,3.43904893379658e-05,0.122598894592375,0.370045689342078,258,0.865179324056953,0.00329473194666207,0.0651996207470074,0.0138297582603991,58.9421952608973,0.193873461759649
"9",0.167324066068977,0.136419990006834,0.0755105296382681,0.000404495853930712,0.522006945754401,0.520408297772519,99,0.348326660925522,0.014922196418047,0.0608721724757925,0.0136921370495111,59.4712496967986,0.290010438282043
"10",0.145210416382179,0.042685399344191,0.00864130724221468,0.000940621456597,0.542414006148465,0.280160213820636,91,0.171982146101072,0.0125747048156336,0.102408494548872,0.0161903569335118,53.4874265547842,0.131718678604811
"11",0.0812931420747191,0.163923668349162,0.089946915069595,0.000561666468856856,0.23802648561541,0.537345232150983,411,0.210570723749697,0.00944650393445045,0.0968139407970011,0.004532949202694,24.0939227864146,0.16731020150939
"12",0.0899435093160719,0.112793792132288,0.0512201207922772,0.000188822234747931,0.341396492393687,0.522542556806002,143,0.806840286590159,0.0143887486215681,0.0865788186481223,0.00538043169304729,56.3314153114334,0.116104937153868
"13",0.158191019529477,0.172371740592644,0.0140202627750114,0.000281247302424163,0.130502874101512,0.421652254124638,169,0.85230363253504,0.00173068759031594,0.0289058742625639,0.0070086546195671,2.84923792351037,0.265764187828172
"14",0.1848307013046,0.0745081823784858,0.0734159188345075,0.000352848820388317,0.549586536316201,0.576433345966507,134,0.480050600599498,0.00121930861845613,0.0428495383867994,0.00666243044659495,19.0801302436739,0.157257801461965
"15",0.0456405003555119,0.0804997582919896,0.0094493709737435,0.000123921755701303,0.247121608885936,0.540122797887307,141,0.455293544800952,0.00103537065442652,0.099019638709724,0.00978182725142688,0.0543009722605348,0.252337092787493
"16",0.180990367475897,0.161301491642371,0.0391075044637546,0.000693544590380043,0.526527623366565,0.651142681541387,277,0.94161758502014,0.00920982088893652,0.0421980032045394,0.003262710692361,8.79751131869853,0.228113898469601
"17",0.0795028073713183,0.0913294916041195,0.00630307935643941,0.00062751868320629,0.371452745120041,0.42743209656328,191,0.709024500334635,0.0183755679195747,0.0714283895026892,0.0161280025355518,1.41113395802677,0.30937910981942
"18",0.113535565696657,0.153590472089127,0.0783962038112804,0.000552603171207011,0.299199070502073,0.407274358789437,88,0.205905965063721,0.00805000182241201,0.085853550680913,0.0128456356795505,87.9913709824905,0.322420093128458
"19",0.0854732232168317,0.153633724851534,0.0234049417311326,0.000430279195075855,0.319984797225334,0.906781473429874,16,0.0871244575828314,0.0183702000556514,0.0872944350866601,0.0140738627454266,42.1047745738178,0.260830271441955
"20",0.167648362182081,0.142695509968326,0.0600585851119831,0.000326871380908415,0.268125510029495,0.748222896887455,131,0.628575103124604,0.0144928578101099,0.0856804673373699,0.017484246911481,22.359624854289,0.318096880230587
"21",0.139598120609298,0.0226635941769928,0.045404861192219,0.000490634255576879,0.258780752727762,0.522791274241172,141,0.93776719737798,0.0149996030330658,0.0770849612355232,0.00924134669825435,18.8244271324947,0.158761447898578
"22",0.191744827944785,0.0746821032371372,0.0849465423962101,0.000495599121320993,0.391410380089656,0.970472276560031,462,0.588064682437107,0.0183456004690379,0.0289307266520336,0.0178793905163184,44.179982598871,0.267371932843234
"23",0.162301495904103,0.0779314845334739,0.0816254003206268,0.000540328850736842,0.286982439295389,0.465259352640714,179,0.342456515878439,0.000443500308319926,0.0580208070157096,0.00865550282876939,6.28432990051806,0.144517688557971
"24",0.17188765979372,0.00842607533559203,0.0868586171418428,0.000761679878691211,0.388234967668541,0.527897803985979,296,0.196243150392547,0.00439916073344648,0.0813385186996311,0.0024774570344016,90.7827015034854,0.187288968462963
"25",0.144469474488869,0.126327240653336,0.00202945803757757,0.000980698872357607,0.53569924349431,0.552501220954582,360,0.0101080276072025,0.00862760788761079,0.0327520530018955,0.0108568769646809,1.29935955628753,0.296336089910474
"26",0.106507006660104,0.0168398723006248,0.0543133391067386,0.000923111412907019,0.393370167538524,0.380144733644556,292,0.509169686818495,0.0185269647929817,0.0775870270607993,5.51465293392539e-05,92.8501486079767,0.143870305868331
"27",0.0844058666843921,0.00605860571376979,0.0292178187519312,0.000711030743317679,0.212821994279511,0.89372991368873,108,0.513960587093607,0.0178562491293997,0.0814813704043627,0.00167206234298646,98.232106375508,0.127020650943741
"28",0.103400071477517,0.0995855619665235,0.0878810672322288,0.000753507452318445,0.519144593924284,0.329965588811319,444,0.415513978572562,0.00101849750149995,0.113357165646739,0.00545823728200048,32.2153450921178,0.265046114434954
"29",0.149048545211554,0.0712703869212419,0.0367664753692225,0.000925284004770219,0.245347907952964,0.652282947790809,292,0.831987471319735,0.00343483572825789,0.0671090844366699,0.0152101320168003,46.1684324312955,0.274243641563226
"30",0.0957355361431837,0.146139105921611,0.0751747112022713,0.000592944521689787,0.233653666987084,0.31858447130071,491,0.0288831377401948,0.0142761012259871,0.0521919444017112,0.00584530071821064,45.3573493054137,0.234331051337067
"31",0.0794412845745683,0.173492745496333,0.00761069112922996,0.000340000200551003,0.161042048665695,0.484771148301661,209,0.373923842329532,0.0108733228268102,0.0667964929761365,0.00978634772822261,69.3718953290954,0.196179546338972
"32",0.124753507738933,0.0548667654860765,0.0465834963135421,0.000202620061347261,0.146246639383025,0.517673697671853,259,0.498097308911383,0.00350851461291313,0.10019014808815,0.0124515968514606,33.2430692389607,0.19640862503089
"33",0.0566979550290853,0.177261066390201,0.0948328251717612,0.000775165167404339,0.49886941567529,0.534863493812736,11,0.196617417735979,0.00204565796069801,0.0604907636810094,0.0118342854920775,39.1629492864013,0.141583061886486
"34",0.159704632358626,0.0170967574231327,0.0561142422957346,0.000852281690575182,0.229323577438481,0.420371965039521,261,0.815029694000259,0.0113233592221513,0.115830643968657,0.00545839010737836,24.8071739915758,0.112680630220566
"35",0.184044161485508,0.183651380706578,0.0104009898845106,0.000393069855868816,0.345305791310966,0.805158234434202,136,0.797583929030225,0.00153083005454391,0.0915979621512815,0.0033759875362739,74.4590068468824,0.261869975000154
"36",0.157604705309495,0.0845019801985473,0.0429998300503939,0.00023130343714729,0.0559311364311725,0.634608469321392,157,0.149517490528524,0.0069915632577613,0.0563533465657383,0.0125190372159705,91.6134149301797,0.166005221589003
"37",0.138592869369313,0.0802110405638814,0.0289739379892126,0.000262634272687137,0.193882714677602,0.343476746813394,422,0.413058895384893,0.0140259858593345,0.0980822322471067,0.0047645311942324,17.6139184739441,0.119793020377401
"38",0.139454970881343,0.185545141389593,0.0680862528504804,0.000787078180350363,0.0840236795600504,0.837105471233372,489,0.628972588805482,0.00865668862126768,0.0768445269716903,0.0169661136157811,53.702071076259,0.118862472437322
"39",0.0483751887455583,0.0520301291253418,0.0135091641219333,0.000913351027993485,0.134738725214265,0.48770761990454,71,0.638154088985175,0.0142844751384109,0.0823541545821354,0.00563642801716924,72.9488776065409,0.2801847135555
"40",0.0436809818260372,0.0325626385398209,0.0572451681597158,0.000182320252293721,0.29292428791523,0.685076139867306,466,0.27542191115208,0.0182323503727093,0.0705227195564657,0.000289300624281168,55.227753543295,0.235719983449671
"41",0.184538657357916,0.134402691572905,0.0744513757526875,2.72861064877361e-05,0.0506198997143656,0.677438575192355,317,0.818437800975516,0.00236151453107595,0.110438292431645,0.00424224983435124,80.0873439991847,0.32253019413678
"42",0.0679558608215302,0.0436273410916328,0.02967558670789,3.33491694182158e-05,0.42234960461501,0.850357902585529,290,0.913066406501457,0.0189825002569705,0.0210425676126033,0.00879436776973307,18.7473918078467,0.273752960646525
"43",0.0297106655314565,0.107017069496214,0.0925766898319125,0.000216080934042111,0.514108258951455,0.595503961201757,159,0.494035339681432,0.00351802625693381,0.0769095958955586,0.0186851745191962,30.8937784284353,0.188636334412731
"44",0.100634697265923,0.19242857452482,0.0220130431232974,0.000451697082724422,0.350555147929117,0.278109341277741,246,0.440389939351007,0.0183984659332782,0.119562502792105,0.00333949425723404,86.0479961382225,0.114076270726509
"45",0.100093287508935,0.199312266148627,0.0415271064732224,0.00065070783579722,0.087703552399762,0.53107201308012,69,0.179484693100676,0.013512514187023,0.112513278755359,0.0197613270999864,17.0985013712198,0.202760426118039
"46",0.132697416702285,0.0205665073357523,0.0374791566282511,9.43719525821507e-06,0.286590402200818,0.665844442264643,353,0.833228356670588,0.0179324625246227,0.0378965731756762,0.0166998441424221,81.4169879537076,0.143642691797577
"47",0.172448731493205,0.0662586726248264,0.088536839466542,0.000341280788416043,0.121057679946534,0.511851841118187,182,0.753765567438677,0.0196373747382313,0.058528267480433,0.0106492291437462,20.1090902322903,0.22036986197345
"48",0.0386891924310476,0.180716283386573,0.067111972742714,0.000611787774600089,0.46988487704657,0.298660375585314,87,0.551184212090448,0.000978640294633806,0.0214443604741246,0.0142562797898427,74.1852290462703,0.155401190214325
