"","WT","S","E","I","R","M","N","g.avg"
"395",32.1193355992302,41,55,25,5,84,126,0.00502837498848318
"396",32.1319814039497,40,56,25,5,84,126,0.00502837498848318
"397",32.135042429137,39,57,25,5,84,126,0.00502837498848318
"398",32.1538794818579,38,58,25,5,84,126,0.00502837498848318
"399",32.1539000339748,39,58,25,5,84,127,0.00502374482284297
"400",32.1956262088379,39,57,26,5,84,127,0.00502374482284297
"401",32.2175538283607,39,56,27,5,84,127,0.00502374482284297
"402",32.2232844125583,39,56,26,5,85,126,0.00502082526326058
"403",32.2234770133566,39,56,25,5,86,125,0.0050216200116623
"404",32.2812265736432,39,56,24,5,87,124,0.00501602712538032
"405",32.2847889044386,39,56,23,5,88,123,0.00501498514449574
"406",32.288425014027,39,56,22,5,89,122,0.00501184428037102
"407",32.3030258242762,39,56,21,5,90,121,0.00501015952976052
"408",32.315533654184,39,55,22,5,90,121,0.00501015952976052
"409",32.3240859102504,39,54,22,6,90,121,0.00501015952976052
"410",32.3872362337979,38,55,22,6,90,121,0.00501015952976052
"411",32.3884361564493,37,56,22,6,90,121,0.00501015952976052
"412",32.4058875419137,37,56,22,6,89,121,0.00501015952976052
"413",32.4240024838599,37,55,23,6,89,121,0.00501015952976052
"414",32.4242377957145,37,54,24,6,89,121,0.00501015952976052
"415",32.4837827474367,37,53,25,6,89,121,0.00501015952976052
"416",32.4869579782847,36,54,25,6,89,121,0.00501015952976052
"417",32.4998578563475,35,55,25,6,89,121,0.00501015952976052
"418",32.5174698309292,35,55,24,6,90,120,0.00500886695062295
"419",32.5467973119805,35,55,23,6,91,119,0.00500230373791619
"420",32.5871161682779,35,54,24,6,91,119,0.00500230373791619
"421",32.6543663488572,34,55,24,6,91,119,0.00500230373791619
"422",32.6559852799035,34,55,23,6,92,118,0.00500713966984292
"423",32.6606197232241,34,55,22,6,93,117,0.00500430302480524
"424",32.6689005916504,33,56,22,6,93,117,0.00500430302480524
"425",32.6851556764158,32,57,22,6,93,117,0.00500430302480524
"426",32.6955809508748,32,56,23,6,93,117,0.00500430302480524
"427",32.7018086111705,32,55,24,6,93,117,0.00500430302480524
"428",32.720603890506,31,55,24,6,93,116,0.00501024083864265
"429",32.732344902198,31,55,23,6,94,115,0.0050120090602024
"430",32.7470121690016,31,54,24,6,94,115,0.0050120090602024
"431",32.7661565127922,31,54,23,6,95,114,0.00500574716250249
"432",32.7896654163169,31,53,24,6,95,114,0.00500574716250249
"433",32.8496858802078,30,54,24,6,95,114,0.00500574716250249
"434",32.8589691150471,30,54,23,6,96,113,0.00500995577438314
