"","g.start","sigma","r","mu","B","alpha","K","rho","lambda","Br","phi"
"1",0.192597093359102,0.127441528449534,0.0443431970650563,0.000438906691751908,0.0757192635379033,0.326244104330544,211.209238027523,0.592492652026704,0.0122300504187588,0.0901180170539301,0.0105300573635846
"2",0.190731955637457,0.150075356797082,0.0808391552121611,0.000151290774499066,0.178783995581325,0.797669261851115,68.0427150708647,0.0184597842569929,0.0114896975115174,0.0984873217459535,0.0112253977321321
"3",0.0179696953203529,0.0983933250554837,0.0590807378422469,0.000115881109252805,0.224384476940613,0.792220099488623,60.069870039511,0.595844091628678,0.00590903832488693,0.0717918858779594,0.00926673452327959
"4",0.0620525095493067,0.0328570693929214,0.0558089494665619,0.000735965119585162,0.231846614747192,0.5829758251569,73.4659157297295,0.337488884769846,0.0169150490375003,0.0725398753937334,0.00698706006384455
"5",0.109713535826886,0.0762642104022671,0.00245287105254829,0.000768452376016649,0.213371113790781,0.841163720024342,4.06868006040459,0.444261649742257,0.00529563673459925,0.0588560675519984,0.00936408573866356
"6",0.0792586206686683,0.0278399098415393,0.0471803496406646,5.79215780366212e-05,0.458469098235364,0.85363726901036,469.296857792387,0.0686246656894218,0.00761453015306033,0.0668842188095441,0.0198206393395551
"7",0.177938889113721,0.0479720581329893,0.0610064686221303,0.000974608789532213,0.245129545415402,0.641653746396187,477.817468994092,0.253546561388066,0.00699415980109479,0.0313481010816758,0.00445721148201265
"8",0.183514283656143,0.0121202226134483,0.046823324062163,0.000412567811780609,0.415677158457693,0.75579307923239,2.98701763081015,0.140182848895201,0.0198704403802985,0.0936810600582976,0.0129649191019358
"9",0.0103959216487128,0.142585514296778,0.0573484203916741,0.000978395795954857,0.476450697481632,0.51889784451545,113.843294807913,0.674221819352824,0.00670165691813454,0.106108530080877,0.0145799539732281
"10",0.00365747797489166,0.1028765521897,0.0862387729046168,0.000582736537855817,0.229598408323945,0.929113093618653,234.182477475582,0.0294924546417315,4.97680755797774e-05,0.0965960860078921,0.00582035469503608
"11",0.196755730858771,0.166334329318721,0.0497045267518843,0.00029026440587244,0.361486867475905,0.463486277563788,213.250921250973,0.238819491821341,0.0178996449059341,0.103144763068878,0.00859188553190325
"12",0.0503914458756335,0.0960578012324404,0.00932837781845592,8.20390737033449e-06,0.437902748335619,0.388665148568398,161.245937208985,0.942564598351018,0.016759772650036,0.0646796421416802,0.0168583941651275
"13",0.0675271252018865,0.184415519016795,0.033754442532314,0.000715460594185861,0.0681374984723516,0.723662939652859,263.617643942359,0.275988802881911,0.0106677032835549,0.0914634387713158,0.00475874872154091
"14",0.0748810567636974,0.173509034142597,0.0464635801712284,0.000633294142537052,0.328998193510342,0.805685163630988,15.6047067762783,0.376419166580308,0.00913448846095707,0.0277603519269032,0.00117597468127497
"15",0.1139941738958,0.14891023717518,0.0258728140350431,0.000942121176972287,0.430067101155873,0.865589457874885,108.500492104732,0.534158944562078,0.0156989737970755,0.0449090493497206,0.00709171116398647
